mrun,rango_edad,anio_ing_carr_ori,anio_ing_carr_act,tipo_inst_1,tipo_inst_2,tipo_inst_3,cod_inst,nomb_inst,nomb_carrera,region_sede,provincia_sede,comuna_sede,nivel_global,nivel_carrera_1,forma_ingreso,NOMBRE_REGION_INGRESO
13079.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,71,UNIVERSIDAD DE SANTIAGO DE CHILE,INGENIERIA COMERCIAL,Metropolitana,SANTIAGO,ESTACION CENTRAL,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
13177.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,111,IP DUOC UC,INGENIERIA EN GESTION LOGISTICA,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Metropolitana
14191.0,15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,4,UNIVERSIDAD CENTRAL DE CHILE,TECNOLOGIA MEDICA,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
14313.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,111,IP DUOC UC,TECNICO EN ELECTRICIDAD Y AUTOMATIZACION INDUSTRIAL,Valparaíso,VALPARAISO,VALPARAISO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Valparaíso
14441.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,90,UNIVERSIDAD AUSTRAL DE CHILE,BACHILLERATO EN CIENCIAS DE LA INGENIERIA PLAN COMUN,Los Ríos,VALDIVIA,VALDIVIA,Pregrado,"Bachillerato, Ciclo Inicial o Plan Común",1- Ingreso Directo (regular),Los Ríos
14671.0,15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,39,UNIVERSIDAD SAN SEBASTIAN,ENFERMERIA,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
14672.0,15 a 19 años,2021,2021,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,93,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,TECNICO UNIVERSITARIO EN ENFERMERIA,Biobío,CONCEPCION,TALCAHUANO,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Biobío
14751.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,117,IP IACC,PSICOPEDAGOGIA,Metropolitana,SANTIAGO,PROVIDENCIA,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Metropolitana
15095.0,15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,11,UNIVERSIDAD ACADEMIA DE HUMANISMO CRISTIANO,PEDAGOGIA EN HISTORIA Y CIENCIAS SOCIALES,Metropolitana,SANTIAGO,PROVIDENCIA,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
15096.0,15 a 19 años,2021,2021,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,111,IP DUOC UC,INGENIERIA EN ADMINISTRACION MENCION FINANZAS,Metropolitana,SANTIAGO,HUECHURABA,Pregrado,Profesional Sin Licenciatura,1- Ingreso Directo (regular),Metropolitana
15548.0,15 a 19 años,2021,2021,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica Estatales,914,CFT DE LA REGION DEL MAULE,TECNICO DE NIVEL SUPERIOR EN EDUCACION DIFERENCIAL E INCLUSIVA,Maule,LINARES,LINARES,Pregrado,Técnico de Nivel Superior,1- Ingreso Directo (regular),Maule
16174.0,15 a 19 años,2021,2021,Universidades,Universidades Privadas,Universidades Privadas,42,UNIVERSIDAD CATOLICA CARDENAL RAUL SILVA HENRIQUEZ,PEDAGOGIA EN INGLES,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,1- Ingreso Directo (regular),Metropolitana
